timestamp,roll,pitch,yaw,thrust
1438914189,0.0,0.0,1.02228e-08,0.08
1438917113,0.0,0.0,1.02228e-08,0.08
1438921095,0.0,0.0,1.02228e-08,0.08
1438924147,0.0,0.0,1.02228e-08,0.08
1438928140,0.0,0.0,1.02228e-08,0.08
1438931240,0.0,0.0,1.02228e-08,0.08
1438935150,0.0,0.0,1.02228e-08,0.08
1438938243,0.0,0.0,1.02228e-08,0.08
1438942172,0.0,0.0,1.02228e-08,0.08
1438945151,0.0,0.0,1.02228e-08,0.08
1438949223,0.0,0.0,1.02228e-08,0.08
1438952128,0.0,0.0,1.02228e-08,0.08
1438956290,0.0,0.0,1.02228e-08,0.08
1438959173,0.0,0.0,1.02228e-08,0.08
1438963082,0.0,0.0,1.02228e-08,0.08
1438966179,0.0,0.0,1.02228e-08,0.08
1438970177,0.0,0.0,1.02228e-08,0.08
1438973183,0.0,0.0,1.02228e-08,0.08
1438977196,0.0,0.0,1.02228e-08,0.08
1438980327,0.0,0.0,1.02228e-08,0.08
1438984323,0.0,0.0,1.02228e-08,0.08
1438985425,0.0,0.0,1.02228e-08,0.08
1438989090,0.0,0.0,1.02228e-08,0.08
1438994149,0.0,0.0,1.02228e-08,0.08
1438997142,0.0,0.0,1.02228e-08,0.08
1439001231,0.0,0.0,1.02228e-08,0.08
1439004091,0.0,0.0,1.02228e-08,0.08
1439007202,0.0,0.0,1.02228e-08,0.08
1439012190,0.0,0.0,1.02228e-08,0.08
1439015218,0.0,0.0,1.02228e-08,0.08
1439019294,0.0,0.0,1.02228e-08,0.08
1439022190,0.0,0.0,1.02228e-08,0.08
1439026166,0.0,0.0,1.02228e-08,0.08
1439029323,0.0,0.0,1.02228e-08,0.08
1439033119,0.0,0.0,1.02228e-08,0.08
1439036095,0.0,0.0,1.02228e-08,0.08
