timestamp,ref_timestamp,ref_lat,ref_lon,surface_bottom_timestamp,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,estimator_type,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
1439211555,0,0.0,0.0,0,-8.48113,-11.6486,1.68819,0.0,0.0,0.0,-0.00854962,0.00468421,0.0871275,0.0,0.0,0.0,0.0,0.0,0.0,0.955271,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439216559,0,0.0,0.0,0,-8.4812,-11.6486,1.68859,0.0,0.0,0.0,-0.0138462,0.00280351,0.0790777,0.0,0.0,0.0,0.0,0.0,0.0,0.955301,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439221574,0,0.0,0.0,0,-8.48124,-11.6486,1.68902,0.0,0.0,0.0,-0.00863909,0.00655209,0.0858711,0.0,0.0,0.0,0.0,0.0,0.0,0.955309,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439226417,0,0.0,0.0,0,-8.4813,-11.6486,1.68947,0.0,0.0,0.0,-0.0110794,0.0037704,0.0907175,0.0,0.0,0.0,0.0,0.0,0.0,0.955216,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439231504,0,0.0,0.0,0,-8.48136,-11.6485,1.68997,0.0,0.0,0.0,-0.012687,0.0076522,0.100055,0.0,0.0,0.0,0.0,0.0,0.0,0.955198,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439236462,0,0.0,0.0,0,-8.48145,-11.6485,1.69045,0.0,0.0,0.0,-0.0169987,0.0062398,0.0959902,0.0,0.0,0.0,0.0,0.0,0.0,0.955271,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439241493,0,0.0,0.0,0,-8.4815,-11.6485,1.69094,0.0,0.0,0.0,-0.0111797,0.00654676,0.0965998,0.0,0.0,0.0,0.0,0.0,0.0,0.955213,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439246507,0,0.0,0.0,0,-8.48157,-11.6484,1.69143,0.0,0.0,0.0,-0.0132932,0.0073632,0.0980263,0.0,0.0,0.0,0.0,0.0,0.0,0.955093,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439252012,0,0.0,0.0,0,-8.48164,-11.6484,1.69193,0.0,0.0,0.0,-0.0148637,0.00831009,0.0998268,0.0,0.0,0.0,0.0,0.0,0.0,0.955051,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439256655,0,0.0,0.0,0,-8.48172,-11.6484,1.69242,0.0,0.0,0.0,-0.0153205,0.00615722,0.0988368,0.0,0.0,0.0,0.0,0.0,0.0,0.95503,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
